,timestamp,open,high,low,close,volume
1751,2022-01-29,2544.99,2636.66,2520.01,2601.43,376666.8246
1752,2022-01-30,2601.43,2640.0,2542.5,2601.68,290770.0859
888,2022-01-31,2601.67,2706.77,2476.07,2686.94,444584.851
889,2022-02-01,2686.94,2813.0,2673.52,2787.23,390034.27362
890,2022-02-02,2787.48,2810.88,2612.72,2680.67,447852.1228
891,2022-02-03,2680.25,2726.64,2576.05,2695.46,405043.3931
1757,2022-02-04,2695.21,2995.0,2671.4,2994.99,664002.9328
1758,2022-02-05,2994.99,3060.47,2958.01,3012.65,356803.3071
894,2022-02-06,3012.64,3074.56,2950.21,3054.99,249394.5966
895,2022-02-07,3055.0,3186.0,2991.8,3139.77,455070.2529
896,2022-02-08,3139.77,3232.87,3025.21,3116.69,514773.5837
897,2022-02-09,3116.69,3269.7,3055.0,3243.94,370267.8913
1763,2022-02-10,3243.6,3283.66,3056.74,3072.49,578212.8383
1764,2022-02-11,3072.36,3138.62,2879.0,2927.54,462025.8751
900,2022-02-12,2927.54,2985.98,2858.3,2918.88,336250.3131
1766,2022-02-13,2918.58,2954.4,2836.7,2871.13,242751.3547
902,2022-02-14,2871.14,2964.97,2829.01,2929.75,381778.238
903,2022-02-15,2929.75,3196.19,2912.06,3183.52,448971.754
1769,2022-02-16,3183.53,3186.77,3044.03,3122.3,319997.6244
1770,2022-02-17,3122.31,3160.0,2851.55,2891.87,488693.2624
906,2022-02-18,2891.88,2943.97,2750.0,2779.48,502977.4069
907,2022-02-19,2779.3,2830.96,2694.45,2763.63,293838.0025
908,2022-02-20,2763.63,2764.64,2576.0,2621.99,386384.904
1774,2022-02-21,2621.99,2759.51,2558.0,2568.02,761838.9858
1775,2022-02-22,2568.03,2665.74,2500.0,2636.29,692639.4942
1776,2022-02-23,2636.28,2753.55,2575.83,2579.71,504470.1412
912,2022-02-24,2579.7,2740.0,2300.0,2596.2,1395732.7753
913,2022-02-25,2596.26,2834.97,2571.72,2768.49,679394.1762
1779,2022-02-26,2768.05,2878.0,2727.5,2779.47,418485.2529
915,2022-02-27,2779.47,2836.33,2557.98,2616.79,650198.7785
916,2022-02-28,2616.79,2951.6,2568.62,2920.95,733794.4488
917,2022-03-01,2920.83,3037.94,2854.09,2976.33,673901.6976
1783,2022-03-02,2976.33,3043.91,2914.21,2947.3,614623.7461
1784,2022-03-03,2947.31,2970.97,2785.0,2833.99,446192.2353
1785,2022-03-04,2834.0,2836.17,2573.0,2622.1,556178.7588
921,2022-03-05,2622.11,2685.12,2589.38,2665.15,268730.3036
1787,2022-03-06,2665.16,2676.29,2535.0,2551.29,336487.9099
1788,2022-03-07,2551.3,2649.0,2445.0,2491.12,620171.6787
1789,2022-03-08,2491.12,2624.0,2480.15,2575.97,561659.7421
925,2022-03-09,2575.98,2775.85,2567.7,2726.98,562771.7403
926,2022-03-10,2726.98,2733.25,2550.27,2606.7,559029.9377
1792,2022-03-11,2606.69,2676.78,2522.57,2556.86,494583.6568
928,2022-03-12,2556.86,2616.79,2553.39,2568.8,219236.5711
929,2022-03-13,2568.8,2603.32,2493.0,2515.65,316942.1601
930,2022-03-14,2515.66,2609.6,2498.67,2589.41,386630.1912
931,2022-03-15,2589.42,2669.0,2507.0,2617.73,461202.3014
932,2022-03-16,2617.74,2788.0,2603.38,2773.81,666224.7217
1798,2022-03-17,2773.8,2836.0,2746.42,2811.92,379312.541
934,2022-03-18,2811.91,2984.0,2765.59,2938.92,556535.7966
1800,2022-03-19,2938.84,2987.7,2890.86,2950.84,325971.5398
1801,2022-03-20,2950.85,2964.17,2817.21,2861.38,377608.8214
937,2022-03-21,2861.39,2960.57,2829.81,2890.03,450223.9073
1803,2022-03-22,2890.03,3052.85,2886.43,2969.64,564868.9839
1804,2022-03-23,2969.64,3045.2,2920.65,3036.0,453962.7298
940,2022-03-24,3035.99,3129.11,2999.11,3110.76,577171.5239
1806,2022-03-25,3110.75,3193.28,3076.0,3102.14,489099.5572
942,2022-03-26,3102.13,3153.2,3084.9,3145.0,207134.847
1808,2022-03-27,3145.01,3299.37,3126.02,3295.65,335467.4145
1809,2022-03-28,3295.65,3431.15,3275.01,3332.92,527237.1133
1810,2022-03-29,3332.91,3481.87,3329.68,3400.51,465899.8226
1811,2022-03-30,3400.51,3446.9,3331.84,3385.79,356082.5231
1812,2022-03-31,3385.8,3444.83,3261.35,3281.51,455091.2395
948,2022-04-01,3281.51,3481.29,3210.68,3455.21,532169.2392
1814,2022-04-02,3455.2,3532.2,3433.14,3443.77,499893.29
1815,2022-04-03,3443.77,3580.34,3412.11,3521.91,381581.7683
951,2022-04-04,3521.9,3547.0,3405.97,3519.5,449984.1586
952,2022-04-05,3519.5,3555.0,3400.0,3406.99,397782.7437
953,2022-04-06,3407.0,3407.5,3162.39,3168.51,736273.1047
1819,2022-04-07,3168.52,3268.98,3143.15,3227.19,458179.3272
1820,2022-04-08,3227.2,3314.02,3173.52,3192.39,502422.5048
956,2022-04-09,3192.39,3268.4,3181.28,3258.57,212444.2566
957,2022-04-10,3258.57,3307.22,3193.0,3203.04,232303.2326
958,2022-04-11,3203.04,3213.63,2950.0,2979.74,693394.2912
959,2022-04-12,2979.75,3085.0,2950.0,3027.66,579522.9505
960,2022-04-13,3027.65,3128.97,2996.86,3118.28,419101.494
961,2022-04-14,3118.28,3145.0,2976.3,3021.98,408382.5572
962,2022-04-15,3021.98,3060.92,2993.13,3040.56,249626.2981
1828,2022-04-16,3040.57,3086.1,3010.03,3059.3,176352.4165
964,2022-04-17,3059.3,3083.0,2981.7,2988.06,243772.074
965,2022-04-18,2988.07,3069.6,2883.22,3055.56,510251.6536
966,2022-04-19,3055.56,3131.0,3030.34,3101.77,359375.0038
967,2022-04-20,3101.74,3166.5,3036.45,3076.04,415000.0685
1833,2022-04-21,3076.03,3180.0,2942.31,2983.58,562699.697
1834,2022-04-22,2983.57,3034.32,2930.35,2962.39,452433.082
970,2022-04-23,2962.39,2978.03,2913.89,2933.03,187576.7324
971,2022-04-24,2933.04,2967.06,2912.09,2921.0,218957.0222
972,2022-04-25,2920.99,3025.65,2797.01,3006.62,619198.3616
973,2022-04-26,3006.63,3039.54,2767.0,2809.67,531184.3504
974,2022-04-27,2809.68,2919.87,2794.46,2888.96,488951.2416
1840,2022-04-28,2888.95,2980.0,2853.83,2936.93,537392.9978
976,2022-04-29,2936.92,2946.46,2776.63,2817.13,525978.147
1842,2022-04-30,2817.13,2841.63,2709.26,2726.66,367757.2469
978,2022-05-01,2726.67,2849.9,2716.13,2824.81,442544.8792
979,2022-05-02,2824.81,2894.22,2778.78,2856.54,521706.8567
1845,2022-05-03,2856.54,2861.47,2755.19,2781.7,371331.1796
1846,2022-05-04,2781.7,2965.85,2771.74,2940.64,548738.0668
982,2022-05-05,2940.65,2954.65,2683.0,2747.97,734845.3194
983,2022-05-06,2747.96,2758.18,2632.95,2692.85,711449.3234
1849,2022-05-07,2692.86,2704.36,2584.75,2635.34,371271.4532
1850,2022-05-08,2635.35,2642.0,2484.0,2519.71,757615.3415
986,2022-05-09,2519.71,2530.78,2225.0,2228.55,1574924.9793
987,2022-05-10,2229.0,2457.34,2200.0,2342.05,1550626.1387
1853,2022-05-11,2342.04,2451.37,2005.0,2084.99,2022864.83806
1854,2022-05-12,2084.99,2195.0,1800.0,1960.22,2305192.90836
1855,2022-05-13,1960.22,2147.54,1940.23,2009.69,1134042.3387
1856,2022-05-14,2009.69,2070.06,1951.21,2056.48,563788.3078
1857,2022-05-15,2056.47,2167.0,2000.68,2145.29,514398.2587
1858,2022-05-16,2145.29,2145.29,1979.12,2023.66,822070.8531
1859,2022-05-17,2023.66,2122.42,2008.0,2090.72,568249.0448
1860,2022-05-18,2090.72,2110.72,1908.0,1915.11,631577.2341
1861,2022-05-19,1915.11,2040.39,1903.18,2019.55,741476.9794
1862,2022-05-20,2019.55,2064.0,1923.0,1959.08,576981.5371
998,2022-05-21,1959.08,1990.86,1937.36,1975.07,238869.7632
999,2022-05-22,1975.06,2056.41,1966.33,2043.19,355735.1927
1000,2022-05-23,2043.19,2088.5,1957.12,1973.32,636085.0224
1001,2022-05-24,1973.33,1993.83,1913.02,1979.41,534096.972
1002,2022-05-25,1979.4,2022.34,1934.61,1942.63,524786.3091
1003,2022-05-26,1942.64,1966.01,1735.0,1792.23,1168740.57514
1004,2022-05-27,1792.24,1822.26,1703.0,1727.27,1296693.28537
1005,2022-05-28,1727.26,1808.98,1722.26,1792.22,558271.1818
1006,2022-05-29,1792.21,1827.4,1759.96,1813.64,432430.611
1007,2022-05-30,1813.64,2013.0,1803.18,1998.78,814922.8359
1008,2022-05-31,1998.78,2016.45,1925.0,1941.9,751103.4226
1009,2022-06-01,1941.9,1972.58,1763.75,1817.95,1037841.2706
1010,2022-06-02,1817.96,1853.05,1782.42,1834.08,788784.4017
1011,2022-06-03,1834.09,1843.91,1737.0,1775.12,741282.5346
1012,2022-06-04,1775.13,1816.0,1748.43,1804.58,388279.4579
1013,2022-06-05,1804.58,1830.17,1773.05,1806.23,371974.5061
1014,2022-06-06,1806.22,1920.0,1804.35,1859.84,804250.3567
1015,2022-06-07,1859.84,1874.98,1725.13,1813.33,1397598.2288
1016,2022-06-08,1813.33,1838.77,1765.28,1791.88,941510.1373
1017,2022-06-09,1791.88,1833.0,1777.33,1788.81,535310.9618
1018,2022-06-10,1788.8,1804.32,1655.93,1662.91,955035.79239
1019,2022-06-11,1662.91,1682.21,1496.74,1532.89,1220325.2542
1020,2022-06-12,1532.89,1547.0,1423.0,1434.84,1563225.37018
1021,2022-06-13,1434.84,1455.0,1165.45,1209.82,3626351.66536
1022,2022-06-14,1209.35,1268.45,1075.8,1208.9,2716493.80131
1023,2022-06-15,1208.9,1250.0,1014.4,1237.52,3114823.13621
1024,2022-06-16,1237.53,1257.85,1051.55,1068.5,1447386.8304
1025,2022-06-17,1068.5,1118.0,1051.11,1086.94,1220677.9491
1026,2022-06-18,1086.93,1097.58,881.56,995.13,2308983.5187
1027,2022-06-19,995.12,1158.62,936.15,1128.53,2018599.4499
1028,2022-06-20,1128.53,1170.0,1053.0,1128.24,1721772.9132
1029,2022-06-21,1128.24,1194.0,1109.23,1125.85,1306095.3757
1030,2022-06-22,1125.86,1127.33,1043.65,1050.19,1306959.8593
1031,2022-06-23,1050.19,1155.0,1045.3,1144.72,1278257.0899
1032,2022-06-24,1144.71,1245.43,1132.0,1225.02,1337137.483
1033,2022-06-25,1225.02,1256.77,1180.0,1242.36,861986.6177
1034,2022-06-26,1242.31,1280.0,1194.6,1197.79,884184.273
1035,2022-06-27,1197.79,1238.93,1172.49,1192.51,868734.2061
1036,2022-06-28,1192.51,1237.99,1136.32,1144.05,1104065.2211
1037,2022-06-29,1144.05,1156.8,1087.42,1100.21,1295517.796
1038,2022-06-30,1100.21,1106.62,998.0,1071.01,1420670.3656
1039,2022-07-01,1071.02,1117.0,1033.44,1059.73,1562255.1439
1040,2022-07-02,1059.73,1078.88,1028.29,1067.01,714812.0804
1041,2022-07-03,1067.01,1088.34,1040.78,1074.26,644746.3337
1042,2022-07-04,1074.26,1160.9,1045.37,1151.0,1150108.9861
1043,2022-07-05,1151.01,1174.9,1076.34,1132.5,1398961.4495
1044,2022-07-06,1132.51,1205.0,1111.44,1186.57,1211768.0757
1045,2022-07-07,1186.57,1254.29,1163.18,1237.49,1001316.079
1046,2022-07-08,1237.49,1276.46,1193.15,1214.04,1189518.3631
1047,2022-07-09,1214.03,1235.4,1204.67,1217.02,576337.1809
1048,2022-07-10,1217.02,1219.95,1153.0,1168.36,1018038.6506
1049,2022-07-11,1168.37,1171.29,1091.71,1096.4,1201652.3048
1050,2022-07-12,1096.37,1098.26,1033.46,1038.58,1261349.6321
1051,2022-07-13,1038.58,1119.18,1006.32,1115.0,2035605.8299
1052,2022-07-14,1115.01,1214.65,1072.11,1193.42,1605101.9262
1053,2022-07-15,1193.42,1287.82,1181.05,1231.25,1466037.2584
1054,2022-07-16,1231.25,1422.91,1191.23,1355.85,1493809.9226
1055,2022-07-17,1355.84,1387.0,1319.04,1338.65,1246202.8795
1056,2022-07-18,1338.65,1597.47,1336.07,1581.04,2029918.76521
1057,2022-07-19,1581.03,1631.0,1493.11,1542.32,1846048.6816
1058,2022-07-20,1542.33,1620.4,1484.23,1521.58,1351177.4247
1059,2022-07-21,1521.63,1605.98,1463.56,1575.45,1247327.4963
1060,2022-07-22,1575.45,1650.05,1516.11,1535.27,1170723.0873
1061,2022-07-23,1535.27,1596.51,1488.0,1548.67,851284.7339
1062,2022-07-24,1548.66,1664.34,1545.67,1597.7,1009935.8997
1063,2022-07-25,1597.7,1609.55,1435.58,1440.79,1418390.9809
1064,2022-07-26,1440.79,1454.11,1356.17,1449.12,1199643.7408
1065,2022-07-27,1449.12,1644.44,1420.83,1635.74,1513426.0413
1066,2022-07-28,1635.74,1784.79,1593.27,1724.52,1578145.07555
1067,2022-07-29,1724.52,1765.99,1655.02,1721.68,1205266.5703
1068,2022-07-30,1721.68,1744.85,1673.01,1697.0,735132.5286
1069,2022-07-31,1697.0,1754.69,1666.0,1678.12,696326.8079
1070,2022-08-01,1678.12,1704.68,1606.12,1630.28,801566.5648
1071,2022-08-02,1630.28,1678.0,1559.28,1630.91,1081964.5104
1072,2022-08-03,1630.91,1685.03,1589.71,1618.16,777724.7413
1073,2022-08-04,1618.16,1662.79,1580.39,1607.96,735552.181
1074,2022-08-05,1607.97,1742.07,1605.64,1736.81,1005846.4712
1075,2022-08-06,1736.81,1749.93,1685.26,1690.6,523314.6444
1076,2022-08-07,1690.6,1729.79,1668.0,1700.19,439904.764
1077,2022-08-08,1700.2,1818.0,1693.87,1777.05,781620.5443
1078,2022-08-09,1777.05,1790.83,1667.93,1702.76,818171.1019
1079,2022-08-10,1702.76,1885.0,1656.78,1853.57,1317767.5127
1080,2022-08-11,1853.58,1942.0,1850.32,1880.19,1105261.9009
1081,2022-08-12,1880.19,1964.71,1853.06,1958.28,717628.1015
1082,2022-08-13,1958.28,2020.0,1946.5,1983.55,695876.0293
1083,2022-08-14,1983.55,2030.0,1906.0,1935.31,569583.4852
1084,2022-08-15,1935.32,2012.47,1872.31,1899.06,949162.3305
1085,2022-08-16,1899.05,1915.0,1853.0,1876.67,622729.1499
1086,2022-08-17,1876.67,1959.43,1818.74,1834.25,951824.8975
1087,2022-08-18,1834.24,1882.37,1821.25,1846.39,606254.024
1088,2022-08-19,1846.39,1848.0,1602.37,1609.01,1419826.9515
1089,2022-08-20,1609.0,1657.08,1523.67,1576.04,914615.9226
1090,2022-08-21,1576.03,1646.52,1562.34,1618.13,780662.6062
1091,2022-08-22,1618.13,1629.72,1529.92,1624.66,941192.8954
1092,2022-08-23,1624.65,1676.07,1563.76,1665.41,940246.932
1093,2022-08-24,1665.4,1694.13,1604.92,1656.56,744667.6078
1094,2022-08-25,1656.56,1722.0,1653.68,1695.11,603090.713
1095,2022-08-26,1695.11,1706.45,1486.85,1508.18,1149912.8292
1096,2022-08-27,1508.18,1518.42,1447.52,1491.06,756136.6768
1097,2022-08-28,1491.06,1511.0,1424.0,1426.76,544846.4486
1098,2022-08-29,1426.76,1559.99,1422.08,1551.8,826252.0831
1099,2022-08-30,1551.79,1606.13,1473.61,1524.59,1003075.0172
1100,2022-08-31,1524.59,1619.78,1524.59,1554.1,949227.6775
1101,2022-09-01,1554.11,1599.0,1512.77,1586.16,728710.482
1102,2022-09-02,1586.17,1650.0,1546.41,1575.35,919009.6598
1103,2022-09-03,1575.35,1582.71,1534.28,1557.46,321397.2189
1104,2022-09-04,1557.45,1583.66,1540.66,1579.28,296591.1166
1105,2022-09-05,1579.29,1631.99,1556.56,1617.8,503492.937
1106,2022-09-06,1617.8,1687.4,1555.0,1559.01,1010722.8578
1107,2022-09-07,1559.01,1657.5,1490.66,1630.0,850991.4243
1108,2022-09-08,1630.0,1663.56,1595.06,1635.37,645124.0085
1109,2022-09-09,1635.37,1746.13,1630.51,1718.23,837458.2126
1110,2022-09-10,1718.24,1789.0,1706.03,1774.12,411046.2466
1111,2022-09-11,1774.12,1789.0,1720.1,1766.11,409287.7263
1112,2022-09-12,1766.12,1783.0,1693.0,1716.37,630774.6032
1113,2022-09-13,1716.37,1760.51,1560.54,1574.4,1134549.7256
1114,2022-09-14,1574.4,1647.01,1552.38,1638.39,764562.5393
1115,2022-09-15,1638.4,1655.2,1458.0,1472.75,1335499.8047
1116,2022-09-16,1472.76,1483.35,1405.52,1433.9,693597.2425
1117,2022-09-17,1433.9,1476.13,1409.12,1468.83,421391.3743
1118,2022-09-18,1468.82,1469.63,1325.55,1334.51,804113.468
1119,2022-09-19,1334.51,1393.35,1280.0,1375.98,974855.198
1120,2022-09-20,1375.98,1384.78,1312.71,1322.93,658027.1465
1121,2022-09-21,1322.94,1408.9,1220.0,1245.78,1192266.7379
1122,2022-09-22,1245.79,1350.08,1237.32,1326.46,904282.2725
1123,2022-09-23,1326.47,1360.0,1262.15,1327.25,974052.3644
1124,2022-09-24,1327.24,1349.33,1306.52,1317.13,517557.3497
1125,2022-09-25,1317.13,1337.0,1269.27,1294.63,515533.8409
1126,2022-09-26,1294.62,1340.42,1277.85,1336.17,799166.4333
1127,2022-09-27,1336.17,1400.0,1303.75,1328.02,860584.8944
1128,2022-09-28,1328.01,1355.7,1253.2,1337.2,919314.9131
1129,2022-09-29,1337.2,1352.02,1288.52,1335.7,770591.6895
1130,2022-09-30,1335.69,1373.19,1313.35,1328.72,740753.611
1131,2022-10-01,1328.71,1333.69,1302.68,1311.79,252081.9056
1132,2022-10-02,1311.79,1317.93,1270.0,1276.72,371740.0407
1133,2022-10-03,1276.72,1329.9,1263.04,1323.09,483775.2435
1134,2022-10-04,1323.1,1369.55,1318.66,1361.49,476207.6702
1135,2022-10-05,1361.5,1364.77,1316.29,1352.2,483508.7782
1136,2022-10-06,1352.2,1383.99,1345.01,1352.06,573975.324
1137,2022-10-07,1352.07,1361.75,1317.26,1331.1,491999.8776
1138,2022-10-08,1331.1,1337.35,1303.51,1315.48,203391.6612
1139,2022-10-09,1315.48,1329.0,1307.26,1323.13,186201.9185
1140,2022-10-10,1323.13,1338.0,1288.0,1290.03,393663.0114
1141,2022-10-11,1290.03,1298.0,1267.01,1280.11,429430.3941
1142,2022-10-12,1280.11,1306.87,1275.25,1294.44,369712.5759
1143,2022-10-13,1294.44,1301.58,1190.0,1287.08,945618.3163
1144,2022-10-14,1287.08,1343.12,1283.39,1296.27,669742.8093
1145,2022-10-15,1296.26,1301.69,1263.64,1274.92,287100.9529
1146,2022-10-16,1274.93,1315.35,1274.67,1305.95,293321.3632
1147,2022-10-17,1305.96,1338.57,1295.64,1331.4,459848.4941
1148,2022-10-18,1331.39,1341.73,1286.72,1310.71,572728.9189
1149,2022-10-19,1310.71,1313.5,1280.31,1285.09,368637.5105
1150,2022-10-20,1285.09,1310.87,1270.36,1282.57,428531.6103
1151,2022-10-21,1282.57,1306.97,1252.65,1299.75,468076.7986
1152,2022-10-22,1299.76,1320.2,1294.32,1313.61,221776.7007
1153,2022-10-23,1313.62,1371.55,1299.44,1364.2,432269.46
1154,2022-10-24,1364.19,1370.6,1324.17,1343.61,611830.797
1155,2022-10-25,1343.61,1525.16,1334.94,1459.74,1127932.9012
1156,2022-10-26,1459.74,1594.99,1457.44,1566.1,1236044.7023
1157,2022-10-27,1566.11,1578.58,1503.2,1514.05,869454.4851
1158,2022-10-28,1514.04,1574.9,1479.82,1554.41,858954.4425
1159,2022-10-29,1554.4,1663.06,1547.66,1619.55,914161.0846
1160,2022-10-30,1619.55,1640.06,1576.56,1590.44,476036.4243
1161,2022-10-31,1590.45,1635.8,1545.43,1572.69,810334.2414
1162,2022-11-01,1572.69,1612.92,1563.69,1578.48,527539.2965
1163,2022-11-02,1578.47,1621.68,1502.32,1518.34,981395.3648
1164,2022-11-03,1518.33,1559.01,1515.17,1531.01,560202.8813
1165,2022-11-04,1531.01,1680.0,1528.4,1644.78,935531.4781
1166,2022-11-05,1644.78,1666.97,1621.42,1626.98,351385.5362
1167,2022-11-06,1626.98,1639.02,1564.39,1568.29,414863.9525
1168,2022-11-07,1568.25,1608.04,1545.03,1568.1,642409.4494
1169,2022-11-08,1568.09,1579.98,1233.0,1334.77,2339916.5089
1170,2022-11-09,1334.78,1337.16,1073.53,1102.73,2494797.9357
1171,2022-11-10,1102.73,1350.0,1085.93,1299.28,1975955.6767
1172,2022-11-11,1299.28,1310.0,1201.26,1289.28,1308087.1498
1173,2022-11-12,1289.35,1292.16,1238.7,1257.25,547772.9172
1174,2022-11-13,1257.25,1274.23,1200.66,1221.49,547410.5304
1175,2022-11-14,1221.5,1291.2,1171.13,1243.28,934742.0059
1176,2022-11-15,1243.29,1291.0,1234.01,1253.23,632825.568
1177,2022-11-16,1253.22,1268.67,1187.06,1216.17,673339.7215
1178,2022-11-17,1216.16,1228.22,1181.05,1200.43,530537.3488
1179,2022-11-18,1200.42,1234.0,1199.18,1212.58,360218.5337
1180,2022-11-19,1212.58,1235.0,1197.67,1217.67,209789.5888
1181,2022-11-20,1217.67,1227.07,1132.65,1142.21,531108.7607
1182,2022-11-21,1142.21,1146.99,1079.76,1107.34,922647.9454
1183,2022-11-22,1107.34,1146.13,1075.0,1139.6,748884.5791
1184,2022-11-23,1139.59,1190.0,1127.75,1184.52,636927.1594
1185,2022-11-24,1184.52,1217.71,1180.6,1203.73,486080.6123
1186,2022-11-25,1203.72,1207.77,1171.2,1199.3,391430.1658
1187,2022-11-26,1199.29,1235.66,1196.2,1205.6,379840.8116
1188,2022-11-27,1205.61,1223.33,1188.65,1193.88,286386.7986
1189,2022-11-28,1193.88,1199.25,1151.02,1167.77,478795.6093
1190,2022-11-29,1167.77,1228.37,1158.27,1216.49,512143.5861
1191,2022-11-30,1216.49,1309.77,1212.5,1294.46,815679.2717
1192,2022-12-01,1294.46,1299.9,1262.77,1276.41,430018.7391
1193,2022-12-02,1276.4,1297.18,1265.24,1295.59,371559.585
1194,2022-12-03,1295.58,1309.0,1236.26,1240.51,347148.2588
1195,2022-12-04,1240.5,1287.19,1240.1,1279.41,324129.5466
1196,2022-12-05,1279.4,1305.11,1246.61,1259.41,391628.5166
1197,2022-12-06,1259.41,1274.76,1241.56,1271.32,301631.839
1198,2022-12-07,1271.31,1278.69,1218.01,1231.18,398559.5166
1199,2022-12-08,1231.18,1292.58,1222.01,1280.18,406653.5447
1200,2022-12-09,1280.18,1296.64,1250.0,1263.1,406008.0032
1201,2022-12-10,1263.11,1283.61,1259.6,1266.35,182278.6396
1202,2022-12-11,1266.35,1284.75,1255.85,1263.01,180494.902
1203,2022-12-12,1263.0,1278.9,1240.03,1275.4,363750.5481
1204,2022-12-13,1275.41,1349.0,1255.1,1320.69,659393.8825
1205,2022-12-14,1320.69,1352.72,1301.0,1307.44,554465.5717
1206,2022-12-15,1307.45,1311.14,1259.27,1266.54,390051.2447
1207,2022-12-16,1266.53,1280.06,1155.32,1166.83,751422.2779
1208,2022-12-17,1166.82,1190.03,1161.92,1187.16,328881.6281
1209,2022-12-18,1187.16,1199.54,1170.32,1183.06,252260.144
1210,2022-12-19,1183.06,1195.0,1150.51,1167.82,296832.7228
1211,2022-12-20,1167.82,1230.47,1163.12,1216.94,465184.1943
1212,2022-12-21,1216.95,1223.39,1203.02,1213.78,245723.8377
1213,2022-12-22,1213.78,1237.99,1182.54,1217.71,336761.6598
1214,2022-12-23,1217.72,1231.99,1210.0,1219.99,278604.2882
1215,2022-12-24,1219.98,1227.99,1214.69,1220.41,123701.5301
1216,2022-12-25,1220.42,1225.0,1193.18,1218.51,231652.0612
1217,2022-12-26,1218.52,1231.09,1211.67,1228.11,162723.0857
1218,2022-12-27,1228.12,1233.73,1200.58,1211.55,262437.6398
1219,2022-12-28,1211.55,1215.78,1181.06,1190.15,367828.8914
1220,2022-12-29,1190.15,1206.57,1186.77,1200.49,249130.4869
1221,2022-12-30,1200.48,1202.15,1181.08,1199.99,266014.2115
1222,2022-12-31,1199.98,1208.46,1191.66,1196.13,139379.2811
1223,2023-01-01,1196.13,1204.67,1190.57,1200.34,117762.0685
1224,2023-01-02,1200.33,1224.29,1193.0,1214.0,252794.14
1225,2023-01-03,1213.99,1219.89,1204.93,1214.55,205519.4944
1226,2023-01-04,1214.56,1272.6,1212.71,1256.9,457799.6648
1227,2023-01-05,1256.91,1259.95,1242.81,1251.24,272805.33
1228,2023-01-06,1251.25,1276.7,1236.0,1269.14,342344.2023
1229,2023-01-07,1269.13,1271.09,1261.3,1264.07,129474.2884
1230,2023-01-08,1264.06,1296.0,1257.77,1290.16,213636.7848
1231,2023-01-09,1290.15,1344.91,1285.44,1320.39,581727.6968
367,2023-01-10,1320.4,1347.69,1316.8,1335.62,459660.2307
368,2023-01-11,1335.63,1398.0,1321.04,1389.39,472465.9556
369,2023-01-12,1389.4,1438.0,1361.92,1415.92,877712.4492
370,2023-01-13,1415.91,1464.0,1401.03,1451.2,499377.8649
371,2023-01-14,1451.21,1599.98,1449.14,1549.9,940691.7774
372,2023-01-15,1549.91,1566.66,1516.03,1552.52,387832.7138
373,2023-01-16,1552.52,1604.5,1521.31,1576.94,574622.8953
374,2023-01-17,1576.94,1609.0,1541.15,1565.57,506771.7219
1240,2023-01-18,1565.56,1610.0,1501.39,1511.43,752534.8857
1241,2023-01-19,1511.44,1564.43,1509.15,1551.09,308679.4645
1242,2023-01-20,1551.09,1669.9,1542.02,1658.52,440570.9974
378,2023-01-21,1658.53,1679.26,1616.21,1626.66,494248.6009
379,2023-01-22,1626.65,1663.89,1604.0,1627.44,431729.6909
380,2023-01-23,1627.43,1648.09,1585.29,1626.29,407267.1156
381,2023-01-24,1626.28,1641.46,1535.0,1555.97,462275.3243
382,2023-01-25,1555.97,1641.0,1518.0,1611.94,646474.9166
383,2023-01-26,1611.95,1632.84,1577.43,1601.09,532777.8466
1249,2023-01-27,1601.08,1621.0,1552.54,1597.62,512093.3875
385,2023-01-28,1597.61,1606.83,1555.99,1572.1,313675.6574
386,2023-01-29,1572.1,1660.0,1566.33,1644.72,551767.9134
387,2023-01-30,1644.73,1647.53,1535.0,1566.2,595055.3281
1253,2023-01-31,1566.21,1605.18,1561.63,1585.33,348856.6751
1254,2023-02-01,1585.32,1647.77,1555.18,1641.68,474617.1709
390,2023-02-02,1641.67,1714.68,1626.85,1643.12,629188.8874
1256,2023-02-03,1643.12,1676.0,1625.93,1663.52,464815.032
392,2023-02-04,1663.52,1695.29,1645.43,1666.38,308227.1295
393,2023-02-05,1666.39,1673.81,1609.3,1629.02,413579.6748
394,2023-02-06,1629.01,1658.56,1605.01,1614.29,384119.4197
395,2023-02-07,1614.28,1678.37,1613.14,1671.03,451922.4
396,2023-02-08,1671.03,1697.91,1630.47,1650.43,417966.2539
397,2023-02-09,1650.42,1656.17,1524.4,1545.35,658011.6964
1263,2023-02-10,1545.35,1555.01,1490.0,1513.06,484654.2199
399,2023-02-11,1513.05,1543.0,1505.0,1538.51,289691.5708
1265,2023-02-12,1538.5,1548.02,1493.08,1514.83,286758.374
401,2023-02-13,1514.82,1526.1,1461.93,1505.24,643152.3904
1267,2023-02-14,1505.25,1569.0,1482.66,1555.71,668964.3768
403,2023-02-15,1555.7,1680.0,1542.55,1674.92,581207.8586
1269,2023-02-16,1674.92,1742.97,1633.72,1637.84,832723.6731
405,2023-02-17,1637.83,1722.0,1630.51,1693.87,579934.663
406,2023-02-18,1693.81,1713.13,1679.77,1691.62,267305.7813
407,2023-02-19,1691.62,1726.59,1666.14,1679.75,401023.0477
408,2023-02-20,1679.74,1719.89,1650.56,1703.27,451314.8335
409,2023-02-21,1703.27,1716.66,1636.3,1659.76,520354.4688
410,2023-02-22,1659.77,1666.95,1595.07,1643.14,528875.4809
